Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
2.625000,183.224422,57.600261,30.628643,900.000000,16.986336,-11.308492,-86.505982,-17.764803,18.848247,-15.017158,-14.756335,4.783905,99.645033,-3.366195,3.044945
2.650000,180.887041,57.135960,29.227920,900.000000,19.578669,29.570575,-93.495223,-18.572043,-56.028905,-14.925769,-14.250548,5.819232,99.271888,-3.722459,3.190425
2.675000,178.510535,56.569932,26.090872,900.000000,22.126377,68.772310,-95.060243,-22.641111,-125.481937,-16.774887,-15.751210,7.010193,98.852516,-4.116239,3.365680
2.700000,176.236571,55.830319,21.471284,900.000000,24.623652,104.073074,-90.958566,-29.584521,-184.783520,-19.855573,-18.988989,7.016700,98.356127,-4.590964,3.541098
2.725000,174.197540,54.871722,15.723618,900.000000,27.064803,133.470501,-81.561234,-38.343874,-229.906626,-22.903869,-22.962595,4.896442,97.783530,-5.165029,3.663509
2.750000,172.502690,53.685247,9.265775,900.000000,29.444265,155.297082,-67.793997,-47.459003,-258.313708,-24.561054,-26.300094,0.445058,97.169504,-5.822531,3.674635
2.775000,171.230032,52.299499,2.532608,900.000000,31.756615,168.314748,-50.906326,-55.429933,-269.326698,-23.865005,-27.756752,-5.728376,96.572879,-6.516450,3.531426
2.800000,170.425203,50.773111,-4.065551,900.000000,33.996582,171.785096,-32.193153,-61.055513,-263.926376,-20.588847,-26.658830,-12.423824,96.058158,-7.182921,3.220830
2.825000,170.105352,49.181509,-10.169826,900.000000,36.159061,165.511280,-12.794044,-63.664066,-244.170986,-15.302493,-23.126313,-18.289350,95.675595,-7.761078,2.763596
2.850000,170.264862,47.601344,-15.484206,900.000000,38.239123,149.849169,6.380415,-63.206628,-212.575189,-9.137933,-17.994938,-22.304414,95.447147,-8.210952,2.205986
2.875000,170.880292,46.095730,-19.776643,900.000000,40.232026,125.687163,24.617208,-60.224548,-171.697499,-3.354954,-12.475670,-24.119082,95.363273,-8.522844,1.603009
2.900000,171.913185,44.702747,-22.876611,900.000000,42.133230,94.395806,41.315701,-55.719306,-123.998690,1.120819,-7.690565,-24.123689,95.391294,-8.715108,0.999917
2.925000,173.310622,43.428923,-24.674086,900.000000,43.938399,57.750036,55.897477,-50.952960,-71.899033,4.012117,-4.264231,-23.233690,95.491596,-8.821713,0.419075
2.950000,175.004377,42.248772,-25.121914,900.000000,45.643419,17.828511,67.750215,-47.206063,-17.913085,5.741835,-2.122376,-22.484666,95.635142,-8.874773,-0.143042
2.975000,176.910262,41.110658,-24.240549,900.000000,47.244405,-23.104301,76.235402,-45.524533,35.254582,7.209238,-0.570014,-22.595928,95.815373,-8.889023,-0.707940
3.000000,178.929589,39.948201,-22.122050,900.000000,48.737707,-62.726568,80.773051,-46.498309,84.739958,9.382421,1.384410,-23.663681,96.049934,-8.854413,-1.299532
3.025000,180.954206,38.695082,-18.929215,900.000000,50.119922,-98.790795,80.984714,-50.124731,127.713398,12.862916,4.585546,-25.100969,96.371507,-8.739774,-1.927057
3.050000,182.875160,37.299989,-14.886729,900.000000,51.387898,-129.251313,76.838149,-55.803750,161.699428,17.584711,9.335448,-25.858065,96.811125,-8.506388,-2.573508
3.075000,184.593183,35.737985,-10.263973,900.000000,52.538746,-152.380310,68.720918,-62.480153,184.910241,22.769061,15.197532,-24.847468,97.380351,-8.126450,-3.194695
3.100000,186.028145,34.015531,-5.352580,900.000000,53.569844,-166.865839,57.398487,-68.898139,196.455743,27.170537,21.089336,-21.410434,98.059614,-7.599216,-3.729956
3.125000,187.124943,32.168215,-0.443811,900.000000,54.478839,-171.886238,43.871924,-73.892664,196.350751,29.532439,25.646445,-15.641668,98.797925,-6.958055,-4.120997
3.150000,187.854889,30.252353,4.189845,900.000000,55.263662,-167.156735,29.197806,-76.634452,185.346227,29.076003,27.724113,-8.438724,99.524826,-6.264952,-4.331966
3.175000,188.213321,28.333046,8.307071,900.000000,55.922522,-152.945601,14.337307,-76.772300,164.689053,25.830657,26.841094,-1.245188,100.170592,-5.593925,-4.363095
3.200000,188.215099,26.471623,11.705004,900.000000,56.453918,-130.058935,0.071124,-74.456931,135.917314,20.675071,23.392668,4.422589,100.687469,-5.009108,-4.252531
3.225000,187.889643,24.715035,14.223605,900.000000,56.856640,-99.794937,-13.018258,-70.263493,100.744051,15.071501,18.550651,7.491563,101.064256,-4.545342,-4.065241
3.250000,187.276746,23.088886,15.749139,900.000000,57.129768,-63.870271,-24.515889,-65.045984,61.021355,10.591897,13.888953,7.704967,101.329054,-4.198118,-3.872617
3.275000,186.423734,21.594904,16.217686,900.000000,57.272681,-24.322692,-34.120475,-59.759284,18.741894,8.401663,10.870684,5.718461,101.539095,-3.926351,-3.729656
3.300000,185.383925,20.212903,15.618458,900.000000,57.285053,16.604543,-41.592334,-55.280025,-23.969153,8.871061,10.368069,2.884175,101.760872,-3.667150,-3.657551
3.325000,184.215792,18.906598,13.995860,900.000000,57.166855,56.589919,-46.725337,-52.252193,-64.903912,11.445530,12.369298,0.801971,102.047010,-3.357917,-3.637502
3.350000,182.981867,17.632101,11.449006,900.000000,56.918357,93.365345,-49.356995,-50.979894,-101.874162,14.829451,15.976596,0.794333,102.417746,-2.958502,-3.617644
3.375000,181.746478,16.347436,8.127609,900.000000,56.540126,124.844809,-49.415558,-51.386595,-132.855865,17.425798,19.709376,3.474069,102.853391,-2.465768,-3.530792
3.400000,180.571875,15.021123,4.223902,900.000000,56.033023,149.242701,-46.984127,-53.052503,-156.148275,17.875120,22.009789,8.544133,103.300269,-1.915523,-3.317189
3.425000,179.513139,13.637974,-0.038881,900.000000,55.398204,165.175101,-42.349457,-55.325980,-170.511322,15.504921,21.767848,14.906950,103.687892,-1.371327,-2.944515
3.450000,178.612972,12.200888,-4.420137,900.000000,54.637117,171.738274,-36.006652,-57.483424,-175.250245,10.534879,18.679772,21.055321,103.951264,-0.904333,-2.418132
3.475000,177.897722,10.728518,-8.676031,900.000000,53.751495,168.559938,-28.610013,-58.894823,-170.235751,3.965243,13.314433,25.600506,104.050395,-0.571472,-1.778119
3.500000,177.375628,9.249782,-12.572818,900.000000,52.743358,155.820378,-20.883762,-59.149436,-155.871483,-2.808434,6.867848,27.735222,103.980184,-0.399776,-1.084739
3.525000,177.037609,7.797011,-15.898671,900.000000,51.615004,134.242219,-13.520762,-58.110819,-133.034110,-8.503026,0.705339,27.460384,103.767609,-0.382142,-0.398229
3.550000,176.860179,6.399622,-18.473876,900.000000,50.369003,105.049440,-7.097181,-55.895556,-103.008235,-12.383203,-4.129106,25.502174,103.458029,-0.485370,0.239325
3.575000,176.809675,5.079771,-20.159475,900.000000,49.008197,69.897942,-2.020158,-52.794039,-67.423950,-14.465917,-7.253113,22.968431,103.096381,-0.666698,0.813536
3.600000,176.846886,3.850634,-20.864258,900.000000,47.535687,30.781623,1.488440,-49.165510,-28.191307,-15.429014,-9.016718,20.888116,102.710655,-0.892115,1.335739
3.625000,176.931385,2.717118,-20.549794,900.000000,45.954829,-10.080722,3.379943,-45.340613,12.578564,-16.273814,-10.289256,19.807855,102.303810,-1.149347,1.830935
3.650000,177.025168,1.678222,-19.233005,900.000000,44.269227,-50.371258,3.751316,-41.555876,52.671558,-17.879820,-12.055350,19.590220,101.856815,-1.450731,2.320691
3.675000,177.095512,0.729943,-16.985867,900.000000,42.482722,-87.804585,2.813775,-37.931141,89.885526,-20.618437,-14.977431,19.487967,101.341354,-1.825166,2.807890
3.700000,177.117105,-0.132250,-13.932034,900.000000,40.599386,-120.257373,0.863725,-34.487738,122.153302,-24.167694,-19.086516,18.467766,100.737161,-2.302329,3.269584
3.725000,177.073495,-0.912126,-10.240461,900.000000,38.623513,-145.888803,-1.744424,-31.195002,147.662921,-27.605068,-23.720363,15.658163,100.047035,-2.895338,3.661038
3.750000,176.957799,-1.612790,-6.116325,900.000000,36.559605,-163.244983,-4.627834,-28.026583,164.965432,-29.753768,-27.744721,10.747119,99.303190,-3.588956,3.929716
3.775000,176.772542,-2.237956,-1.789745,900.000000,34.412367,-171.341419,-7.410291,-25.006651,173.063229,-29.650701,-29.980939,4.172033,98.561923,-4.338480,4.034017
