Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
1.425000,175.036090,34.580480,8.695399,900.000000,-52.315135,148.356045,-51.141681,40.114369,-184.199304,50.982567,-28.619352,9.161268,129.861688,-5.799248,3.924469
1.437500,174.393183,35.056653,6.231148,900.000000,-52.857978,157.637819,-51.432522,38.093780,-197.140079,49.292297,-30.135249,6.042097,130.477841,-6.175939,3.999996
1.450000,173.766474,35.507672,3.638544,900.000000,-53.370697,164.676189,-50.136730,36.081530,-207.408330,48.077609,-31.101749,2.513075,131.078812,-6.564711,4.031409
1.462500,173.174773,35.935481,0.953299,900.000000,-53.853000,169.370989,-47.336136,34.224741,-214.819606,47.418024,-31.396591,-1.278667,131.671537,-6.957168,4.015426
1.475000,172.635476,36.343842,-1.787226,900.000000,-54.304611,171.655406,-43.143699,32.668867,-219.242031,47.353626,-30.945028,-5.150192,132.263457,-7.343981,3.951048
1.487500,172.164270,36.738170,-4.544697,900.000000,-54.725275,171.496929,-37.696499,31.546248,-220.597653,47.878649,-29.729600,-8.898944,132.861940,-7.715601,3.839811
1.500000,171.774924,37.125244,-7.280455,900.000000,-55.114750,168.897814,-31.147708,30.965963,-218.860659,48.939347,-27.794352,-12.321441,133.473682,-8.063030,3.685793
1.512500,171.479190,37.512815,-9.956117,900.000000,-55.472815,163.895050,-23.658717,31.005662,-214.052947,50.436648,-25.242951,-15.232533,134.104140,-8.378567,3.495387
1.525000,171.286784,37.909138,-12.534091,900.000000,-55.799265,156.559833,-15.392436,31.705797,-206.237889,52.233524,-22.230852,-17.483251,134.757059,-8.656453,3.276846
1.537500,171.205427,38.322468,-14.978007,900.000000,-56.093916,146.996553,-6.508556,33.066420,-195.513279,54.166456,-18.952265,-18.975422,135.434140,-8.893356,3.039653
1.550000,171.240913,38.760549,-17.253062,900.000000,-56.356598,135.341309,2.838872,35.046507,-182.004460,56.059852,-15.623243,-19.671559,136.134888,-9.088647,2.793759
1.562500,171.397182,39.230119,-19.326294,900.000000,-56.587162,121.759971,12.501485,37.565615,-165.858504,57.741893,-12.462555,-19.599035,136.856662,-9.244429,2.548771
1.575000,171.676364,39.736465,-21.166795,900.000000,-56.785478,106.445821,22.334602,40.507650,-147.240075,59.060151,-9.672194,-18.848165,137.594914,-9.365331,2.313169
1.587500,172.078786,40.283046,-22.745912,900.000000,-56.951430,89.616799,32.193727,43.726484,-126.329414,59.895394,-7.419329,-17.564400,138.343606,-9.458073,2.093614
1.600000,172.602915,40.871211,-24.037445,900.000000,-57.084926,71.512407,41.930281,47.053190,-103.322613,60.172273,-5.821334,-15.935464,139.095760,-9.530839,1.894421
1.612500,173.245258,41.500020,-25.017872,900.000000,-57.185889,52.390294,51.387444,50.304697,-78.434153,59.865938,-4.935253,-14.174711,139.844084,-9.592530,1.717237
1.625000,174.000220,42.166190,-25.666640,900.000000,-57.254262,32.522595,60.397003,53.293630,-51.901420,59.004126,-4.752628,-12.502280,140.581635,-9.651938,1.560958
1.637500,174.859947,42.864178,-25.966523,900.000000,-57.290005,12.192054,68.778120,55.839054,-23.990679,57.664629,-5.200212,-11.125753,141.302443,-9.716940,1.421886
1.650000,175.814182,43.586400,-25.904069,900.000000,-57.293098,-8.311996,76.338814,57.777704,4.996320,55.968506,-6.146512,-10.221963,142.002050,-9.793772,1.294112
